#doc source pos typeindex type topic
#alpha : 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 
#beta : 0.01
6 sample-data/web/de/marcellinus.txt 82 534 kaisern 1
6 sample-data/web/de/marcellinus.txt 83 535 constantius 1
6 sample-data/web/de/marcellinus.txt 84 536 ii 7
6 sample-data/web/de/marcellinus.txt 85 9 und 5
6 sample-data/web/de/marcellinus.txt 86 537 julian 1
6 sample-data/web/de/marcellinus.txt 87 538 apostata 6
6 sample-data/web/de/marcellinus.txt 88 539 gedient 6
6 sample-data/web/de/marcellinus.txt 89 9 und 5
6 sample-data/web/de/marcellinus.txt 90 540 viele 1
6 sample-data/web/de/marcellinus.txt 91 2 der 5
6 sample-data/web/de/marcellinus.txt 92 205 von 1
6 sample-data/web/de/marcellinus.txt 93 448 ihm 1
6 sample-data/web/de/marcellinus.txt 94 541 geschilderten 1
6 sample-data/web/de/marcellinus.txt 95 542 ereignisse 1
6 sample-data/web/de/marcellinus.txt 96 409 selbst 5
6 sample-data/web/de/marcellinus.txt 97 543 miterlebt 6
6 sample-data/web/de/marcellinus.txt 98 511 obwohl 9
6 sample-data/web/de/marcellinus.txt 99 204 er 1
6 sample-data/web/de/marcellinus.txt 100 544 mehr 6
6 sample-data/web/de/marcellinus.txt 101 62 als 6
6 sample-data/web/de/marcellinus.txt 102 545 andere 5
6 sample-data/web/de/marcellinus.txt 103 521 antike 6
6 sample-data/web/de/marcellinus.txt 104 508 geschichtsschreiber 6
6 sample-data/web/de/marcellinus.txt 105 369 um 6
6 sample-data/web/de/marcellinus.txt 106 546 objektivit 5
6 sample-data/web/de/marcellinus.txt 107 547 bem 5
6 sample-data/web/de/marcellinus.txt 108 548 ht 1
6 sample-data/web/de/marcellinus.txt 109 1 war 1
6 sample-data/web/de/marcellinus.txt 110 102 wird 9
6 sample-data/web/de/marcellinus.txt 111 432 seine 1
6 sample-data/web/de/marcellinus.txt 112 549 pers 1
6 sample-data/web/de/marcellinus.txt 113 550 nliche 1
6 sample-data/web/de/marcellinus.txt 114 551 sicht 6
6 sample-data/web/de/marcellinus.txt 115 552 bisweilen 4
6 sample-data/web/de/marcellinus.txt 116 553 recht 6
6 sample-data/web/de/marcellinus.txt 117 554 deutlich 1
6 sample-data/web/de/marcellinus.txt 118 555 beurteilte 1
6 sample-data/web/de/marcellinus.txt 119 204 er 1
6 sample-data/web/de/marcellinus.txt 120 234 etwa 6
6 sample-data/web/de/marcellinus.txt 121 535 constantius 1
6 sample-data/web/de/marcellinus.txt 122 536 ii 7
6 sample-data/web/de/marcellinus.txt 123 556 teilweise 6
6 sample-data/web/de/marcellinus.txt 124 194 sehr 6
6 sample-data/web/de/marcellinus.txt 125 557 negativ 5
6 sample-data/web/de/marcellinus.txt 126 58 hrend 1
6 sample-data/web/de/marcellinus.txt 127 204 er 1
6 sample-data/web/de/marcellinus.txt 128 205 von 1
6 sample-data/web/de/marcellinus.txt 129 537 julian 1
6 sample-data/web/de/marcellinus.txt 130 75 ein 6
6 sample-data/web/de/marcellinus.txt 131 558 ausgesprochen 4
6 sample-data/web/de/marcellinus.txt 132 559 positives 7
6 sample-data/web/de/marcellinus.txt 133 560 bild 7
6 sample-data/web/de/marcellinus.txt 134 561 zeichnete 9
6 sample-data/web/de/marcellinus.txt 135 2 der 5
6 sample-data/web/de/marcellinus.txt 136 562 wert 1
6 sample-data/web/de/marcellinus.txt 137 472 seiner 1
6 sample-data/web/de/marcellinus.txt 138 514 res 5
6 sample-data/web/de/marcellinus.txt 139 515 gestae 5
6 sample-data/web/de/marcellinus.txt 140 20 die 6
6 sample-data/web/de/marcellinus.txt 141 563 erforschung 1
6 sample-data/web/de/marcellinus.txt 142 6 des 6
6 sample-data/web/de/marcellinus.txt 143 335 jahrhunderts 6
6 sample-data/web/de/marcellinus.txt 144 87 ist 5
6 sample-data/web/de/marcellinus.txt 145 564 dennoch 7
6 sample-data/web/de/marcellinus.txt 146 565 unbestritten 8
7 sample-data/web/de/rostock.txt 0 2 der 5
7 sample-data/web/de/rostock.txt 1 566 hansa 5
7 sample-data/web/de/rostock.txt 2 567 rostock 5
7 sample-data/web/de/rostock.txt 3 87 ist 5
7 sample-data/web/de/rostock.txt 4 75 ein 6
7 sample-data/web/de/rostock.txt 5 568 deutscher 7
7 sample-data/web/de/rostock.txt 6 569 fu 5
7 sample-data/web/de/rostock.txt 7 570 ballverein 5
7 sample-data/web/de/rostock.txt 8 55 aus 5
7 sample-data/web/de/rostock.txt 9 567 rostock 5
7 sample-data/web/de/rostock.txt 10 571 mecklenburg 5
7 sample-data/web/de/rostock.txt 11 572 vorpommern 5
7 sample-data/web/de/rostock.txt 12 32 mit 5
7 sample-data/web/de/rostock.txt 13 238 rund 0
7 sample-data/web/de/rostock.txt 14 573 mitgliedern 7
7 sample-data/web/de/rostock.txt 15 574 gegr 0
7 sample-data/web/de/rostock.txt 16 575 ndet 5
7 sample-data/web/de/rostock.txt 17 119 wurde 5
7 sample-data/web/de/rostock.txt 18 2 der 5
7 sample-data/web/de/rostock.txt 19 566 hansa 5
7 sample-data/web/de/rostock.txt 20 62 als 6
7 sample-data/web/de/rostock.txt 21 569 fu 5
7 sample-data/web/de/rostock.txt 22 576 ballclub 4
7 sample-data/web/de/rostock.txt 23 39 dezember 6
7 sample-data/web/de/rostock.txt 24 32 mit 5
7 sample-data/web/de/rostock.txt 25 2 der 5
7 sample-data/web/de/rostock.txt 26 577 ausgliederung 9
7 sample-data/web/de/rostock.txt 27 2 der 5
7 sample-data/web/de/rostock.txt 28 569 fu 5
7 sample-data/web/de/rostock.txt 29 578 ballabteilung 5
7 sample-data/web/de/rostock.txt 30 55 aus 5
7 sample-data/web/de/rostock.txt 31 56 dem 9
7 sample-data/web/de/rostock.txt 32 579 november 5
7 sample-data/web/de/rostock.txt 33 574 gegr 0
7 sample-data/web/de/rostock.txt 34 580 ndeten 7
7 sample-data/web/de/rostock.txt 35 581 sc 5
7 sample-data/web/de/rostock.txt 36 582 empor 0
7 sample-data/web/de/rostock.txt 37 567 rostock 5
7 sample-data/web/de/rostock.txt 38 62 als 6
7 sample-data/web/de/rostock.txt 39 583 einziger 5
7 sample-data/web/de/rostock.txt 40 584 verein 7
7 sample-data/web/de/rostock.txt 41 55 aus 5
7 sample-data/web/de/rostock.txt 42 173 den 5
7 sample-data/web/de/rostock.txt 43 585 neuen 5
7 sample-data/web/de/rostock.txt 44 586 bundesl 7
7 sample-data/web/de/rostock.txt 45 531 ndern 1
7 sample-data/web/de/rostock.txt 46 587 spielte 2
7 sample-data/web/de/rostock.txt 47 566 hansa 5
7 sample-data/web/de/rostock.txt 48 588 stets 2
7 sample-data/web/de/rostock.txt 49 589 mindestens 0
7 sample-data/web/de/rostock.txt 50 2 der 5
7 sample-data/web/de/rostock.txt 51 590 jeweils 5
7 sample-data/web/de/rostock.txt 52 591 zweith 5
7 sample-data/web/de/rostock.txt 53 592 chsten 5
7 sample-data/web/de/rostock.txt 54 593 spielklasse 2
7 sample-data/web/de/rostock.txt 55 2 der 5
7 sample-data/web/de/rostock.txt 56 594 nationalen 3
7 sample-data/web/de/rostock.txt 57 595 verb 5
7 sample-data/web/de/rostock.txt 58 596 nde 7
7 sample-data/web/de/rostock.txt 59 2 der 5
7 sample-data/web/de/rostock.txt 60 475 deutschen 1
7 sample-data/web/de/rostock.txt 61 597 demokratischen 5
7 sample-data/web/de/rostock.txt 62 598 republik 4
7 sample-data/web/de/rostock.txt 63 9 und 5
7 sample-data/web/de/rostock.txt 64 2 der 5
7 sample-data/web/de/rostock.txt 65 599 bundesrepublik 4
7 sample-data/web/de/rostock.txt 66 600 deutschland 4
7 sample-data/web/de/rostock.txt 67 9 und 5
7 sample-data/web/de/rostock.txt 68 601 verbuchte 5
7 sample-data/web/de/rostock.txt 69 432 seine 1
7 sample-data/web/de/rostock.txt 70 285 gr 7
7 sample-data/web/de/rostock.txt 71 286 ten 4
7 sample-data/web/de/rostock.txt 72 602 erfolge 0
7 sample-data/web/de/rostock.txt 73 32 mit 5
7 sample-data/web/de/rostock.txt 74 56 dem 9
7 sample-data/web/de/rostock.txt 75 603 gewinn 5
7 sample-data/web/de/rostock.txt 76 2 der 5
7 sample-data/web/de/rostock.txt 77 303 unter 5
7 sample-data/web/de/rostock.txt 78 2 der 5
7 sample-data/web/de/rostock.txt 79 604 bezeichnung 5
7 sample-data/web/de/rostock.txt 80 605 nofv 5
7 sample-data/web/de/rostock.txt 81 606 oberliga 6
7 sample-data/web/de/rostock.txt 82 607 letztmalig 6
7 sample-data/web/de/rostock.txt 83 608 ausgespielten 4
7 sample-data/web/de/rostock.txt 84 609 meisterschaft 6
7 sample-data/web/de/rostock.txt 85 610 sowie 5
7 sample-data/web/de/rostock.txt 86 6 des 6
7 sample-data/web/de/rostock.txt 87 303 unter 5
7 sample-data/web/de/rostock.txt 88 2 der 5
7 sample-data/web/de/rostock.txt 89 604 bezeichnung 5
7 sample-data/web/de/rostock.txt 90 605 nofv 5
7 sample-data/web/de/rostock.txt 91 611 pokal 5
7 sample-data/web/de/rostock.txt 92 607 letztmalig 4
7 sample-data/web/de/rostock.txt 93 612 ausgetragenen 0
7 sample-data/web/de/rostock.txt 94 613 pokalfinals 3
7 sample-data/web/de/rostock.txt 95 2 der 5
7 sample-data/web/de/rostock.txt 96 475 deutschen 1
7 sample-data/web/de/rostock.txt 97 597 demokratischen 5
7 sample-data/web/de/rostock.txt 98 598 republik 4
8 sample-data/web/de/sadat.txt 0 614 muhammad 2
8 sample-data/web/de/sadat.txt 1 615 anwar 4
8 sample-data/web/de/sadat.txt 2 616 sadat 1
8 sample-data/web/de/sadat.txt 3 617 arabisch 8
8 sample-data/web/de/sadat.txt 4 618 dmg 8
8 sample-data/web/de/sadat.txt 5 614 muhammad 2
8 sample-data/web/de/sadat.txt 6 615 anwar 4
8 sample-data/web/de/sadat.txt 7 39 dezember 6
8 sample-data/web/de/sadat.txt 8 32 mit 5
8 sample-data/web/de/sadat.txt 9 619 abul 1
8 sample-data/web/de/sadat.txt 10 620 kum 2
8 sample-data/web/de/sadat.txt 11 16 einem 1
8 sample-data/web/de/sadat.txt 12 621 dorf 2
8 sample-data/web/de/sadat.txt 13 78 im 1
8 sample-data/web/de/sadat.txt 14 622 nildelta 2
8 sample-data/web/de/sadat.txt 15 623 oktober 9
8 sample-data/web/de/sadat.txt 16 624 kairo 5
8 sample-data/web/de/sadat.txt 17 1 war 1
8 sample-data/web/de/sadat.txt 18 75 ein 6
8 sample-data/web/de/sadat.txt 19 625 gyptischer 4
8 sample-data/web/de/sadat.txt 20 626 staatsmann 2
8 sample-data/web/de/sadat.txt 21 161 neben 6
8 sample-data/web/de/sadat.txt 22 627 nasser 4
8 sample-data/web/de/sadat.txt 23 9 und 5
8 sample-data/web/de/sadat.txt 24 17 anderen 2
8 sample-data/web/de/sadat.txt 25 1 war 1
8 sample-data/web/de/sadat.txt 26 204 er 1
8 sample-data/web/de/sadat.txt 27 628 mitgr 2
8 sample-data/web/de/sadat.txt 28 629 nder 5
8 sample-data/web/de/sadat.txt 29 6 des 6
8 sample-data/web/de/sadat.txt 30 630 geheimbunds 2
8 sample-data/web/de/sadat.txt 31 2 der 5
8 sample-data/web/de/sadat.txt 32 631 freien 5
8 sample-data/web/de/sadat.txt 33 632 offiziere 7
8 sample-data/web/de/sadat.txt 34 219 seit 5
8 sample-data/web/de/sadat.txt 35 56 dem 9
8 sample-data/web/de/sadat.txt 36 633 staatsstreich 5
8 sample-data/web/de/sadat.txt 37 634 bekleidete 1
8 sample-data/web/de/sadat.txt 38 204 er 1
8 sample-data/web/de/sadat.txt 39 635 hohe 4
8 sample-data/web/de/sadat.txt 40 636 mter 9
8 sample-data/web/de/sadat.txt 41 62 als 6
8 sample-data/web/de/sadat.txt 42 637 nachfolger 1
8 sample-data/web/de/sadat.txt 43 638 nassers 7
8 sample-data/web/de/sadat.txt 44 119 wurde 5
8 sample-data/web/de/sadat.txt 45 204 er 1
8 sample-data/web/de/sadat.txt 46 639 staatspr 1
8 sample-data/web/de/sadat.txt 47 640 sident 1
8 sample-data/web/de/sadat.txt 48 616 sadat 1
8 sample-data/web/de/sadat.txt 49 454 hrte 1
8 sample-data/web/de/sadat.txt 50 641 gypten 5
8 sample-data/web/de/sadat.txt 51 173 den 6
8 sample-data/web/de/sadat.txt 52 642 jom 9
8 sample-data/web/de/sadat.txt 53 643 kippur 1
8 sample-data/web/de/sadat.txt 54 644 krieg 6
8 sample-data/web/de/sadat.txt 55 645 ste 2
8 sample-data/web/de/sadat.txt 56 82 das 9
8 sample-data/web/de/sadat.txt 57 646 land 9
8 sample-data/web/de/sadat.txt 58 55 aus 5
8 sample-data/web/de/sadat.txt 59 2 der 5
8 sample-data/web/de/sadat.txt 60 647 engen 4
8 sample-data/web/de/sadat.txt 61 648 bindung 1
8 sample-data/web/de/sadat.txt 62 20 die 6
8 sample-data/web/de/sadat.txt 63 649 sowjetunion 7
8 sample-data/web/de/sadat.txt 64 9 und 5
8 sample-data/web/de/sadat.txt 65 650 schloss 1
8 sample-data/web/de/sadat.txt 66 651 frieden 1
8 sample-data/web/de/sadat.txt 67 32 mit 5
8 sample-data/web/de/sadat.txt 68 652 israel 1
8 sample-data/web/de/sadat.txt 69 432 seine 1
8 sample-data/web/de/sadat.txt 70 547 bem 5
8 sample-data/web/de/sadat.txt 71 653 hungen 5
8 sample-data/web/de/sadat.txt 72 78 im 1
8 sample-data/web/de/sadat.txt 73 654 friedensprozess 1
8 sample-data/web/de/sadat.txt 74 32 mit 5
8 sample-data/web/de/sadat.txt 75 652 israel 1
8 sample-data/web/de/sadat.txt 76 655 erhielt 3
8 sample-data/web/de/sadat.txt 77 204 er 1
8 sample-data/web/de/sadat.txt 78 656 zusammen 5
8 sample-data/web/de/sadat.txt 79 32 mit 5
8 sample-data/web/de/sadat.txt 80 657 menachem 7
8 sample-data/web/de/sadat.txt 81 658 begin 5
8 sample-data/web/de/sadat.txt 82 173 den 6
8 sample-data/web/de/sadat.txt 83 659 friedensnobelpreis 2
8 sample-data/web/de/sadat.txt 84 616 sadat 1
8 sample-data/web/de/sadat.txt 85 406 fiel 6
8 sample-data/web/de/sadat.txt 86 16 einem 1
8 sample-data/web/de/sadat.txt 87 660 attentat 4
8 sample-data/web/de/sadat.txt 88 12 zum 5
8 sample-data/web/de/sadat.txt 89 661 opfer 2
8 sample-data/web/de/sadat.txt 90 82 das 9
8 sample-data/web/de/sadat.txt 91 662 gegner 5
8 sample-data/web/de/sadat.txt 92 472 seiner 1
8 sample-data/web/de/sadat.txt 93 663 politik 1
8 sample-data/web/de/sadat.txt 94 2 der 5
8 sample-data/web/de/sadat.txt 95 664 auss 1
8 sample-data/web/de/sadat.txt 96 665 hnung 4
8 sample-data/web/de/sadat.txt 97 32 mit 5
8 sample-data/web/de/sadat.txt 98 652 israel 1
8 sample-data/web/de/sadat.txt 99 530 ver 5
8 sample-data/web/de/sadat.txt 100 666 bten 6
9 sample-data/web/de/t40.txt 0 2 der 5
9 sample-data/web/de/t40.txt 1 1 war 1
9 sample-data/web/de/t40.txt 2 75 ein 6
9 sample-data/web/de/t40.txt 3 667 sowjetischer 0
9 sample-data/web/de/t40.txt 4 668 leichter 6
9 sample-data/web/de/t40.txt 5 669 schwimmpanzer 1
9 sample-data/web/de/t40.txt 6 73 zur 9
9 sample-data/web/de/t40.txt 7 136 zeit 6
9 sample-data/web/de/t40.txt 8 6 des 6
9 sample-data/web/de/t40.txt 9 670 zweiten 9
9 sample-data/web/de/t40.txt 10 671 weltkrieges 1
9 sample-data/web/de/t40.txt 11 20 die 6
9 sample-data/web/de/t40.txt 12 672 damalige 7
9 sample-data/web/de/t40.txt 13 673 sowjetische 6
9 sample-data/web/de/t40.txt 14 674 klassifikation 5
9 sample-data/web/de/t40.txt 15 675 ordnete 8
9 sample-data/web/de/t40.txt 16 676 ihn 6
9 sample-data/web/de/t40.txt 17 62 als 6
9 sample-data/web/de/t40.txt 18 206 kleinen 5
9 sample-data/web/de/t40.txt 19 677 panzer 9
9 sample-data/web/de/t40.txt 20 75 ein 6
9 sample-data/web/de/t40.txt 21 82 das 9
9 sample-data/web/de/t40.txt 22 678 konstruktionsb 7
9 sample-data/web/de/t40.txt 23 679 ro 9
9 sample-data/web/de/t40.txt 24 6 des 6
9 sample-data/web/de/t40.txt 25 680 werks 6
9 sample-data/web/de/t40.txt 26 681 nr 6
9 sample-data/web/de/t40.txt 27 682 moskau 5
9 sample-data/web/de/t40.txt 28 683 entwickelte 9
9 sample-data/web/de/t40.txt 29 173 den 6
9 sample-data/web/de/t40.txt 30 2 der 5
9 sample-data/web/de/t40.txt 31 30 ersten 6
9 sample-data/web/de/t40.txt 32 684 lfte 1
9 sample-data/web/de/t40.txt 33 6 des 6
9 sample-data/web/de/t40.txt 34 685 jahres 9
9 sample-data/web/de/t40.txt 35 62 als 6
9 sample-data/web/de/t40.txt 36 686 chefkonstrukteur 1
9 sample-data/web/de/t40.txt 37 687 wirkte 7
9 sample-data/web/de/t40.txt 38 688 nikolai 6
9 sample-data/web/de/t40.txt 39 689 alexandrowitsch 3
9 sample-data/web/de/t40.txt 40 690 astrow 4
9 sample-data/web/de/t40.txt 41 274 einer 1
9 sample-data/web/de/t40.txt 42 2 der 5
9 sample-data/web/de/t40.txt 43 691 damals 2
9 sample-data/web/de/t40.txt 44 692 hrenden 2
9 sample-data/web/de/t40.txt 45 693 spezialisten 1
9 sample-data/web/de/t40.txt 46 2 der 5
9 sample-data/web/de/t40.txt 47 492 entwicklung 1
9 sample-data/web/de/t40.txt 48 668 leichter 6
9 sample-data/web/de/t40.txt 49 677 panzer 9
9 sample-data/web/de/t40.txt 50 20 die 6
9 sample-data/web/de/t40.txt 51 694 rote 5
9 sample-data/web/de/t40.txt 52 695 armee 6
9 sample-data/web/de/t40.txt 53 696 nahm 8
9 sample-data/web/de/t40.txt 54 173 den 5
9 sample-data/web/de/t40.txt 55 677 panzer 9
9 sample-data/web/de/t40.txt 56 78 im 1
9 sample-data/web/de/t40.txt 57 39 dezember 6
9 sample-data/web/de/t40.txt 58 9 und 5
9 sample-data/web/de/t40.txt 59 82 das 9
9 sample-data/web/de/t40.txt 60 697 werk 9
9 sample-data/web/de/t40.txt 61 681 nr 6
9 sample-data/web/de/t40.txt 62 698 produzierte 3
9 sample-data/web/de/t40.txt 63 676 ihn 6
9 sample-data/web/de/t40.txt 64 207 bis 6
9 sample-data/web/de/t40.txt 65 39 dezember 6
9 sample-data/web/de/t40.txt 66 699 serie 1
9 sample-data/web/de/t40.txt 67 58 hrend 1
9 sample-data/web/de/t40.txt 68 2 der 5
9 sample-data/web/de/t40.txt 69 700 serienfertigung 2
9 sample-data/web/de/t40.txt 70 701 modifizierten 5
9 sample-data/web/de/t40.txt 71 20 die 6
9 sample-data/web/de/t40.txt 72 702 entwickler 5
9 sample-data/web/de/t40.txt 73 173 den 6
9 sample-data/web/de/t40.txt 74 703 mehrfach 3
9 sample-data/web/de/t40.txt 75 704 sowohl 1
9 sample-data/web/de/t40.txt 76 369 um 6
9 sample-data/web/de/t40.txt 77 20 die 6
9 sample-data/web/de/t40.txt 78 705 fertigung 8
9 sample-data/web/de/t40.txt 79 15 zu 6
9 sample-data/web/de/t40.txt 80 706 vereinfachen 9
9 sample-data/web/de/t40.txt 81 62 als 6
9 sample-data/web/de/t40.txt 82 157 auch 9
9 sample-data/web/de/t40.txt 83 369 um 6
9 sample-data/web/de/t40.txt 84 707 panzerung 6
9 sample-data/web/de/t40.txt 85 9 und 5
9 sample-data/web/de/t40.txt 86 708 feuerkraft 8
9 sample-data/web/de/t40.txt 87 15 zu 6
9 sample-data/web/de/t40.txt 88 709 verst 5
9 sample-data/web/de/t40.txt 89 710 rken 1
9 sample-data/web/de/t40.txt 90 20 die 6
9 sample-data/web/de/t40.txt 91 47 sp 1
9 sample-data/web/de/t40.txt 92 402 teren 6
9 sample-data/web/de/t40.txt 93 711 ausf 3
9 sample-data/web/de/t40.txt 94 712 hrungen 1
9 sample-data/web/de/t40.txt 95 2 der 5
9 sample-data/web/de/t40.txt 96 713 literatur 1
9 sample-data/web/de/t40.txt 97 62 als 6
9 sample-data/web/de/t40.txt 98 9 und 5
9 sample-data/web/de/t40.txt 99 101 bezeichnet 9
9 sample-data/web/de/t40.txt 100 714 wiesen 9
9 sample-data/web/de/t40.txt 101 715 einen 2
9 sample-data/web/de/t40.txt 102 716 besseren 7
9 sample-data/web/de/t40.txt 103 717 panzerschutz 1
9 sample-data/web/de/t40.txt 104 307 auf 1
9 sample-data/web/de/t40.txt 105 9 und 5
9 sample-data/web/de/t40.txt 106 718 trugen 2
9 sample-data/web/de/t40.txt 107 62 als 6
9 sample-data/web/de/t40.txt 108 719 hauptbewaffnung 1
9 sample-data/web/de/t40.txt 109 93 eine 9
9 sample-data/web/de/t40.txt 110 720 kleinkalibrige 0
9 sample-data/web/de/t40.txt 111 721 automatische 6
9 sample-data/web/de/t40.txt 112 722 kanone 1
9 sample-data/web/de/t40.txt 113 723 statt 2
9 sample-data/web/de/t40.txt 114 258 eines 1
9 sample-data/web/de/t40.txt 115 724 berschweren 0
9 sample-data/web/de/t40.txt 116 725 maschinengewehrs 6
9 sample-data/web/de/t40.txt 117 726 gleichzeitig 6
9 sample-data/web/de/t40.txt 118 727 verloren 9
9 sample-data/web/de/t40.txt 119 20 die 6
9 sample-data/web/de/t40.txt 120 677 panzer 9
9 sample-data/web/de/t40.txt 121 728 ihre 0
9 sample-data/web/de/t40.txt 122 729 schwimmf 9
9 sample-data/web/de/t40.txt 123 348 higkeit 9
9 sample-data/web/de/t40.txt 124 405 diese 6
9 sample-data/web/de/t40.txt 125 730 varianten 1
9 sample-data/web/de/t40.txt 126 731 stellten 6
9 sample-data/web/de/t40.txt 127 732 bergangsmodelle 6
9 sample-data/web/de/t40.txt 128 12 zum 5
9 sample-data/web/de/t40.txt 129 637 nachfolger 5
9 sample-data/web/de/t40.txt 130 6 des 6
9 sample-data/web/de/t40.txt 131 56 dem 9
9 sample-data/web/de/t40.txt 132 733 leichten 7
9 sample-data/web/de/t40.txt 133 677 panzer 9
9 sample-data/web/de/t40.txt 134 734 dar 3
9 sample-data/web/de/t40.txt 135 20 die 6
9 sample-data/web/de/t40.txt 136 694 rote 5
9 sample-data/web/de/t40.txt 137 695 armee 6
9 sample-data/web/de/t40.txt 138 480 setzte 5
9 sample-data/web/de/t40.txt 139 173 den 6
9 sample-data/web/de/t40.txt 140 436 haupts 6
9 sample-data/web/de/t40.txt 141 437 chlich 6
9 sample-data/web/de/t40.txt 142 173 den 6
9 sample-data/web/de/t40.txt 143 735 mpfen 8
9 sample-data/web/de/t40.txt 144 2 der 5
9 sample-data/web/de/t40.txt 145 736 anfangsphase 1
9 sample-data/web/de/t40.txt 146 2 der 5
9 sample-data/web/de/t40.txt 147 475 deutschen 1
9 sample-data/web/de/t40.txt 148 737 invasion 9
9 sample-data/web/de/t40.txt 149 2 der 5
9 sample-data/web/de/t40.txt 150 738 udssr 8
9 sample-data/web/de/t40.txt 151 75 ein 6
9 sample-data/web/de/t40.txt 152 20 die 6
9 sample-data/web/de/t40.txt 153 246 meisten 5
9 sample-data/web/de/t40.txt 154 677 panzer 9
9 sample-data/web/de/t40.txt 155 145 wurden 9
9 sample-data/web/de/t40.txt 156 78 im 1
9 sample-data/web/de/t40.txt 157 47 sp 1
9 sample-data/web/de/t40.txt 158 739 therbst 9
9 sample-data/web/de/t40.txt 159 6 des 6
9 sample-data/web/de/t40.txt 160 685 jahres 9
9 sample-data/web/de/t40.txt 161 2 der 5
9 sample-data/web/de/t40.txt 162 740 schlacht 3
9 sample-data/web/de/t40.txt 163 369 um 6
9 sample-data/web/de/t40.txt 164 682 moskau 5
9 sample-data/web/de/t40.txt 165 741 eingesetzt 9
9 sample-data/web/de/t40.txt 166 742 fast 5
9 sample-data/web/de/t40.txt 167 743 alle 6
9 sample-data/web/de/t40.txt 168 677 panzer 9
9 sample-data/web/de/t40.txt 169 744 gingen 6
9 sample-data/web/de/t40.txt 170 226 hier 9
9 sample-data/web/de/t40.txt 171 9 und 5
9 sample-data/web/de/t40.txt 172 745 folge 9
9 sample-data/web/de/t40.txt 173 727 verloren 9
9 sample-data/web/de/t40.txt 174 357 dass 9
9 sample-data/web/de/t40.txt 175 2 der 5
9 sample-data/web/de/t40.txt 176 746 typ 0
9 sample-data/web/de/t40.txt 177 747 bereits 6
9 sample-data/web/de/t40.txt 178 55 aus 5
9 sample-data/web/de/t40.txt 179 173 den 6
9 sample-data/web/de/t40.txt 180 748 panzertruppen 6
9 sample-data/web/de/t40.txt 181 749 verschwand 5
9 sample-data/web/de/t40.txt 182 750 einzelne 7
9 sample-data/web/de/t40.txt 183 751 verbliebene 9
9 sample-data/web/de/t40.txt 184 752 fahrzeuge 6
9 sample-data/web/de/t40.txt 185 753 verwendete 2
9 sample-data/web/de/t40.txt 186 20 die 6
9 sample-data/web/de/t40.txt 187 695 armee 6
9 sample-data/web/de/t40.txt 188 15 zu 6
9 sample-data/web/de/t40.txt 189 754 trainingszwecken 5
9 sample-data/web/de/t40.txt 190 207 bis 6
9 sample-data/web/de/t40.txt 191 12 zum 5
9 sample-data/web/de/t40.txt 192 755 ende 6
9 sample-data/web/de/t40.txt 193 6 des 6
9 sample-data/web/de/t40.txt 194 756 krieges 6
10 sample-data/web/de/ulrich.txt 0 757 ulrich 1
10 sample-data/web/de/ulrich.txt 1 205 von 1
10 sample-data/web/de/ulrich.txt 2 758 wilamowitz 6
10 sample-data/web/de/ulrich.txt 3 759 moellendorff 9
10 sample-data/web/de/ulrich.txt 4 39 dezember 6
10 sample-data/web/de/ulrich.txt 5 307 auf 1
10 sample-data/web/de/ulrich.txt 6 298 gut 5
10 sample-data/web/de/ulrich.txt 7 760 markowitz 3
10 sample-data/web/de/ulrich.txt 8 761 kujawien 4
10 sample-data/web/de/ulrich.txt 9 762 provinz 1
10 sample-data/web/de/ulrich.txt 10 763 posen 6
10 sample-data/web/de/ulrich.txt 11 764 september 3
10 sample-data/web/de/ulrich.txt 12 765 berlin 1
10 sample-data/web/de/ulrich.txt 13 766 vollst 9
10 sample-data/web/de/ulrich.txt 14 767 ndiger 3
10 sample-data/web/de/ulrich.txt 15 768 enno 1
10 sample-data/web/de/ulrich.txt 16 157 auch 9
10 sample-data/web/de/ulrich.txt 17 769 emmo 0
10 sample-data/web/de/ulrich.txt 18 770 friedrich 5
10 sample-data/web/de/ulrich.txt 19 771 wichard 0
10 sample-data/web/de/ulrich.txt 20 757 ulrich 1
10 sample-data/web/de/ulrich.txt 21 205 von 1
10 sample-data/web/de/ulrich.txt 22 758 wilamowitz 6
10 sample-data/web/de/ulrich.txt 23 759 moellendorff 3
10 sample-data/web/de/ulrich.txt 24 1 war 1
10 sample-data/web/de/ulrich.txt 25 75 ein 6
10 sample-data/web/de/ulrich.txt 26 568 deutscher 7
10 sample-data/web/de/ulrich.txt 27 772 klassischer 7
10 sample-data/web/de/ulrich.txt 28 773 philologe 1
10 sample-data/web/de/ulrich.txt 29 204 er 1
10 sample-data/web/de/ulrich.txt 30 774 lehrte 1
10 sample-data/web/de/ulrich.txt 31 9 und 5
10 sample-data/web/de/ulrich.txt 32 775 forschte 3
10 sample-data/web/de/ulrich.txt 33 62 als 6
10 sample-data/web/de/ulrich.txt 34 776 professor 5
10 sample-data/web/de/ulrich.txt 35 777 greifswald 1
10 sample-data/web/de/ulrich.txt 36 778 ttingen 6
10 sample-data/web/de/ulrich.txt 37 9 und 5
10 sample-data/web/de/ulrich.txt 38 765 berlin 1
10 sample-data/web/de/ulrich.txt 39 32 mit 5
10 sample-data/web/de/ulrich.txt 40 779 seinen 5
